,loss,main_loss,aux1_loss,aux2_loss,main_accuracy,aux1_accuracy,aux2_accuracy,val_loss,val_main_loss,val_aux1_loss,val_aux2_loss,val_main_accuracy,val_aux1_accuracy,val_aux2_accuracy
0,0.3483405113220215,0.12024245411157608,0.1128082200884819,0.11528939008712769,0.9567159414291382,0.961086630821228,0.9600178003311157,0.2853720188140869,0.09220094233751297,0.10076458007097244,0.0924064964056015,0.9684114456176758,0.9643891453742981,0.9676606059074402
1,0.183561772108078,0.061952896416187286,0.06231403350830078,0.05929455906152725,0.9792575240135193,0.9797019958496094,0.9802417159080505,0.2288626730442047,0.08842498809099197,0.06563934683799744,0.07479844242334366,0.9700203537940979,0.9776895642280579,0.9749544262886047
2,0.1395464390516281,0.046264078468084335,0.04895222559571266,0.04433012008666992,0.984421968460083,0.9839563369750977,0.9854379296302795,0.18968702852725983,0.06662643700838089,0.06081531196832657,0.06224522739648819,0.9787085652351379,0.9798884391784668,0.9798884391784668
3,0.11506050825119019,0.03780853748321533,0.0409725159406662,0.036279354244470596,0.9874169230461121,0.9860728979110718,0.9878508448600769,0.1570381075143814,0.05091484636068344,0.05575377121567726,0.05036945268511772,0.9844470620155334,0.9816582798957825,0.9840180277824402
4,0.09551537036895752,0.031081348657608032,0.035002920776605606,0.029431039467453957,0.9896816611289978,0.9883905649185181,0.9901472926139832,0.2114189863204956,0.07023981213569641,0.07363157719373703,0.06754754483699799,0.9774214029312134,0.9757052659988403,0.9783867597579956
5,0.08261989057064056,0.02663492225110531,0.03056284971535206,0.025422213599085808,0.9913537502288818,0.9898721575737,0.9916924238204956,0.20905858278274536,0.06968869268894196,0.0691356211900711,0.07023412734270096,0.9808001518249512,0.9795130491256714,0.9795666337013245
6,0.07492455095052719,0.0242328979074955,0.02767317369580269,0.023018328472971916,0.9923380017280579,0.9907717108726501,0.9923697113990784,0.13255490362644196,0.04307984560728073,0.04877450689673424,0.040700554847717285,0.9870749711990356,0.9845007061958313,0.9876112937927246
7,0.06749569624662399,0.02116444520652294,0.025506388396024704,0.020824899896979332,0.9931528568267822,0.9915971755981445,0.9930364489555359,0.14180296659469604,0.041804295033216476,0.05825424939393997,0.04174448177218437,0.9867531657218933,0.9827845096588135,0.987396776676178
8,0.0624433197081089,0.019336216151714325,0.02419298328459263,0.01891421712934971,0.9935867786407471,0.9921263456344604,0.9939889311790466,0.30086782574653625,0.11800651997327805,0.08579007536172867,0.0970713347196579,0.965569019317627,0.9761343002319336,0.9729700684547424
9,0.055119555443525314,0.016599658876657486,0.021977247670292854,0.016542652621865273,0.9947403073310852,0.9930152893066406,0.9946450591087341,0.14090701937675476,0.047602444887161255,0.05005994439125061,0.04324463754892349,0.9871286153793335,0.9854660630226135,0.9887375235557556
10,0.05147824436426163,0.01574363000690937,0.020660949870944023,0.01507366169244051,0.9951106905937195,0.9933010339736938,0.9951424598693848,0.16514679789543152,0.04737329110503197,0.06535448879003525,0.05241914838552475,0.9875576496124268,0.98198002576828,0.9865922927856445
11,0.04474592208862305,0.012974254786968231,0.018682561814785004,0.013089105486869812,0.9959256052970886,0.9939253926277161,0.9957562685012817,0.18971145153045654,0.06148793548345566,0.06404416263103485,0.06417925655841827,0.9846079349517822,0.98198002576828,0.9831598997116089
12,0.04160580411553383,0.012058173306286335,0.01736752688884735,0.01218012161552906,0.9961478114128113,0.9943593144416809,0.9961584210395813,0.14426738023757935,0.052563559263944626,0.04443670064210892,0.0472671240568161,0.9867531657218933,0.986860454082489,0.9880403280258179
13,0.038405127823352814,0.011181863956153393,0.016167931258678436,0.011055314913392067,0.9963489174842834,0.9946979880332947,0.9964547157287598,0.14896728098392487,0.05392865464091301,0.04455481469631195,0.05048377066850662,0.9876649379730225,0.9871822595596313,0.9875576496124268
14,0.03529061749577522,0.010030077770352364,0.01518529374152422,0.010075240395963192,0.9968780279159546,0.9953752756118774,0.9968674778938293,0.13056813180446625,0.047996360808610916,0.039508022367954254,0.043063681572675705,0.9903464317321777,0.9894883632659912,0.9902392029762268

durasi : 9449.234375
