,loss,accuracy,val_loss,val_accuracy
0,1.0901479721069336,0.7983003854751587,0.18885113298892975,0.9359111785888672
1,0.23206612467765808,0.9151250720024109,0.1488373577594757,0.9481390118598938
2,0.1714954972267151,0.937328040599823,0.13075143098831177,0.956237256526947
3,0.1428258866071701,0.9482918977737427,0.11440901458263397,0.9636383056640625
4,0.12570296227931976,0.9550967216491699,0.11534637957811356,0.965032696723938
5,0.11491470783948898,0.9598696231842041,0.12585899233818054,0.9626729488372803
6,0.10942909121513367,0.9625471234321594,0.10809250921010971,0.9674997329711914
7,0.10551000386476517,0.9645155072212219,0.10144811868667603,0.9690549969673157
8,0.10020052641630173,0.9659865498542786,0.0982314869761467,0.9701276421546936
9,0.0955333262681961,0.9683253765106201,0.09919779002666473,0.970503032207489
10,0.09368816763162613,0.9693730473518372,0.11062373965978622,0.9683042168617249
11,0.08963511884212494,0.9706959128379822,0.10854116082191467,0.9681432843208313
12,0.08797848224639893,0.9716377854347229,0.09704364091157913,0.9700203537940979
13,0.08486933261156082,0.9719976186752319,0.10039705783128738,0.9698058366775513
14,0.08373869210481644,0.9723997712135315,0.10365975648164749,0.9706639647483826
