,loss,accuracy,val_loss,val_accuracy
0,0.07107172906398773,0.9762201905250549,0.09162512421607971,0.9711466431617737
1,0.03613143414258957,0.9894382357597351,0.048875439912080765,0.9877185225486755
2,0.02282089926302433,0.9930682182312012,0.04581496864557266,0.9908291101455688
3,0.01595456525683403,0.9956504106521606,0.05387094244360924,0.9885766506195068
4,0.012548207305371761,0.9964017868041992,0.07364533841609955,0.9878794550895691
5,0.009702499024569988,0.9971532225608826,0.06609772890806198,0.9891665577888489
6,0.008013597689568996,0.9976294040679932,0.09024422615766525,0.9848760962486267
7,0.007220716215670109,0.9981056451797485,0.06834769994020462,0.9887911677360535
8,0.005867271684110165,0.998317301273346,0.06213179975748062,0.9913654327392578
9,0.005553253460675478,0.9985607266426086,0.06018062308430672,0.9919553995132446
10,0.004709154367446899,0.9987935423851013,0.08093748241662979,0.9899173974990845
11,0.0046784174628555775,0.998772382736206,0.07057046890258789,0.9884693622589111
12,0.004089674446731806,0.9988464713096619,0.08662034571170807,0.9905609488487244
13,0.004071678966283798,0.9987829923629761,0.07592135667800903,0.9910972714424133
14,0.0034772621002048254,0.9990475177764893,0.07059108465909958,0.9915263056755066

durasi : 79889.671875
